index,sales
792,6877.907288210052
793,8250.53010612164
794,6140.084495201531
795,3932.114609598195
796,0.0
797,5862.149219393452
798,5763.394387797241
799,5198.93047317164
800,6443.148889001987
801,4913.532324695224
802,3635.976908530567
803,0.0
804,9737.643833958777
805,7933.528131181254
806,7270.2915995700805
807,7961.383360281228
808,6028.728459935147
809,3079.963946940027
810,0.0
811,6047.111035083782
812,5701.424661023641
813,4880.151942235557
814,5334.189422181334
815,5226.898542466794
816,3692.5343221396533
817,0.0
818,8164.453067305942
819,7486.345198163928
820,8319.330686010973
821,10237.03654091567
822,0.0
823,4651.448032613997
824,0.0
825,0.0
826,6475.301663492618
827,5731.64579470531
828,6314.087676732332
829,5614.161095104365
830,3632.868983964021
831,0.0
832,9173.983106952608
833,7942.748582691396
834,6894.298844836497
835,8207.658092556741
836,5800.894630679921
837,3274.401256344623
838,0.0
839,5964.985016928777
840,6034.143634208037
841,4560.9716433151825
842,6259.5440972791575
843,4897.840981847864
844,3561.021995491865
845,0.0
846,9751.584276207088
847,8382.068088166077
848,7728.708818253463
849,9822.19236441396
850,0.0
851,4578.06720498416
852,0.0
853,9983.61783995542
854,7221.407752417856
855,7377.9839417869225
856,7703.617019651458
857,6432.738653108701
858,3829.678299563081
859,0.0
860,5818.97647954968
861,5957.275928718838
862,6390.236069901747
863,0.0
864,5713.680512495828
865,3247.100009237296
866,0.0
867,8835.149326340537
868,7356.983259615399
869,7167.855289534968
870,7947.842405533127
871,6281.873571048089
872,3145.441085780383
873,0.0
874,0.0
875,6410.2263791590985
876,5469.123951099439
877,6160.215711810588
878,6151.69744908162
879,4271.62906930498
880,0.0
881,9913.913866430605
882,7872.743882887711
883,7031.716640702507
884,8641.393739379468
885,6372.911941282444
886,3651.324447354138
887,0.0
888,6124.608450570036
889,5591.254104237311
890,5214.458161884297
891,5945.058969389673
892,5709.363687593892
893,3611.9955504489953
894,0.0
895,9190.16760585368
896,8294.759979343407
897,7187.046671297168
898,7641.084151242943
899,6231.924120920388
900,3411.564010006511
901,0.0
902,4936.630890160927
903,6220.69269636271
904,4885.802369249656
905,5764.562102233389
906,5351.0761098635785
907,3619.1666555652955
908,0.0
909,9266.479542859879
910,9181.007375631292
911,8376.437893496894
912,8662.5619245672
913,6897.820473096593
914,3534.2109687620714
915,0.0
916,6600.130673891397
917,5365.490746961118
918,4959.06301951243
919,5640.277518525022
920,5819.427228068639
921,3830.70896960787
922,0.0
923,9102.685912357285
924,7851.696864698959
925,7465.0236606473845
926,8738.873861573402
927,6114.8106423283225
928,3679.663737658172
929,0.0
930,5997.3626680752905
931,5414.62201324978
932,4939.053453911194
933,5926.463065579055
934,4594.391735243435
935,3571.19400886313
936,0.0
937,8282.61814917292
938,6527.888754888181
939,6546.18328047745
940,7800.278958006351
941,6997.258337846319
