index,sales
792,6780.033721923828
793,8028.366897583008
794,6020.375267028809
795,3742.085065841675
796,0.0
797,5648.582601547241
798,5467.217439174652
799,5034.791875362396
800,6179.481225013733
801,4744.479735374451
802,3305.553102493286
803,0.0
804,9837.686645507812
805,7863.481155395508
806,7148.383399963379
807,7751.855664253235
808,5913.39476108551
809,3059.535633087158
810,0.0
811,5815.514600753784
812,5381.777484893799
813,4771.818795204163
814,5370.117538452148
815,4983.249927520752
816,3348.756923675537
817,0.0
818,8063.29779624939
819,7363.418027877808
820,8309.882064819336
821,9926.264501571655
822,0.0
823,4363.9651436805725
824,0.0
825,0.0
826,6303.929363250732
827,5424.654788017273
828,6096.057001113892
829,5252.0122718811035
830,3297.518814086914
831,0.0
832,9300.614501953125
833,7827.349737167358
834,6777.476703643799
835,8016.275970458984
836,5734.673746109009
837,3242.715253829956
838,0.0
839,5782.100383758545
840,5811.374187469482
841,4549.222525596619
842,6067.929149150848
843,4752.917289733887
844,3224.4908618927
845,0.0
846,9895.902690887451
847,8451.394500732422
848,7614.557189941406
849,9371.790390014648
850,0.0
851,4275.790946960449
852,0.0
853,10153.20496749878
854,7180.921751976013
855,7312.525939941406
856,7550.867977142334
857,6366.906063079834
858,3672.5730361938477
859,0.0
860,5670.752849578857
861,5769.74853515625
862,6147.8894300460815
863,0.0
864,5430.091213226318
865,2937.9718322753906
866,0.0
867,8972.001804351807
868,7297.56192779541
869,7114.625608444214
870,7804.537509918213
871,6197.060214042664
872,3146.3391733169556
873,0.0
874,0.0
875,6230.4071044921875
876,5272.423553466797
877,6001.545032501221
878,5835.460807800293
879,3787.256109714508
880,0.0
881,10011.372062683105
882,7744.523345947266
883,6921.612916946411
884,8392.784754753113
885,6216.311359405518
886,3515.7155532836914
887,0.0
888,5898.059348583221
889,5296.190048217773
890,5052.355225086212
891,5811.3510847091675
892,5333.544496536255
893,3230.611276626587
894,0.0
895,9261.104034423828
896,8283.55498123169
897,7065.668701171875
898,7402.521493911743
899,6090.771245956421
900,3313.844473838806
901,0.0
902,4777.789092063904
903,5940.2056016922
904,4775.489866733551
905,5682.158148765564
906,5106.466971874237
907,3230.611276626587
908,0.0
909,9348.563833236694
910,9213.885238647461
911,8373.716402053833
912,8440.238745689392
913,6829.394641876221
914,3431.8189544677734
915,0.0
916,6292.8818464279175
917,5116.669288158417
918,4852.821554660797
919,5587.770037651062
920,5406.721594333649
921,3424.6996879577637
922,0.0
923,9193.831987380981
924,7753.794021606445
925,7357.789520263672
926,8500.464710235596
927,6000.36328125
928,3511.3328342437744
929,0.0
930,5755.111427307129
931,5124.976999282837
932,4770.815732002258
933,5779.4466161727905
934,4409.624885559082
935,3197.4923038482666
936,0.0
937,8197.2893409729
938,6317.640910148621
939,6340.7355880737305
940,7607.711786270142
941,7492.22479724884
